growing_period,GID_0,NAME_0,GID_1,NAME_1,ENGTYPE_1
12,DOM,Dominican Republic,DOM.1_1,Azua,Province
12,DOM,Dominican Republic,DOM.24_1,San Cristóbal,Province
12,DOM,Dominican Republic,DOM.18_1,Monte Plata,Province
13,DOM,Dominican Republic,DOM.9_1,Hato Mayor,Province
11,DOM,Dominican Republic,DOM.11_1,La Altagracia,Province
1.130434783,MRT,Mauritania,MRT.13_1,Trarza,Region
1.228070175,MLI,Mali,MLI.2_1,Gao,Region
1,YEM,Yemen,YEM.12_1,Hadramawt,Governorate
6.849056604,IND,India,IND.2_1,Andhra Pradesh,State
10,THA,Thailand,THA.19_1,Lampang,Province
9.333333333,THA,Thailand,THA.47_1,Phrae,Province
10.66666667,LAO,Laos,LAO.3_1,Bolikhamxai,Province
13,VNM,Vietnam,VNM.29_1,Hà Tĩnh,Province
9.258064516,MEX,Mexico,MEX.20_1,Oaxaca,State
12.88888889,MEX,Mexico,MEX.27_1,Tabasco,State
12,BLZ,Belize,BLZ.3_1,Corozal,District
14,JAM,Jamaica,JAM.14_1,Westmoreland,Parish
14,JAM,Jamaica,JAM.13_1,Trelawny,Parish
15,JAM,Jamaica,JAM.7_1,Saint Ann,Parish
15,JAM,Jamaica,JAM.11_1,Saint Mary,Parish
12.5,HTI,Haiti,HTI.10_1,Sud,Department
12,HTI,Haiti,HTI.9_1,Sud-Est,Department
10,DOM,Dominican Republic,DOM.3_1,Barahona,Province
10,DOM,Dominican Republic,DOM.20_1,Peravia,Province
15,PRI,Puerto Rico,PRI.72_1,Utuado,Municipality
15,PRI,Puerto Rico,PRI.54_1,Naranjito,Municipality
15,PRI,Puerto Rico,PRI.53_1,Naguabo,Municipality
1.583333333,MRT,Mauritania,MRT.3_1,Brakna,Region
2.162162162,NER,Niger,NER.6_1,Tahoua,Department
1,SAU,Saudi Arabia,SAU.10_1,Jizan,Region
1,YEM,Yemen,YEM.7_1,Al Mahrah,Governorate
7.03030303,IND,India,IND.16_1,Karnataka,State
9.818181818,MMR,Myanmar,MMR.1_1,Ayeyarwady,Division
9,LAO,Laos,LAO.13_1,Vientiane [prefecture],Municipality|Prefecture
9,THA,Thailand,THA.35_1,Nong Khai,Province
9,THA,Thailand,THA.4_1,Bueng Kan,Province
11,PHL,Philippines,PHL.34_1,Ilocos Norte,Province
11,PHL,Philippines,PHL.7_1,Apayao,Province
12,PHL,Philippines,PHL.18_1,Cagayan,Province
11.33333333,MEX,Mexico,MEX.5_1,Chiapas,State
13.125,GTM,Guatemala,GTM.12_1,Petén,Department
12,BLZ,Belize,BLZ.4_1,Orange Walk,District
12,BLZ,Belize,BLZ.1_1,Belize,District
14,JAM,Jamaica,JAM.1_1,Clarendon,Parish
15,VIR,"Virgin Islands, U.S.",VIR.1_1,Saint Croix,District
3,MRT,Mauritania,MRT.2_1,Assaba,Region
1.326530612,NER,Niger,NER.2_1,Diffa,Department
10,THA,Thailand,THA.20_1,Lamphun,Province
9,THA,Thailand,THA.75_1,Uttaradit,Province
9,THA,Thailand,THA.21_1,Loei,Province
9,THA,Thailand,THA.73_1,Udon Thani,Province
9,THA,Thailand,THA.56_1,Sakon Nakhon,Province
9,THA,Thailand,THA.28_1,Nakhon Phanom,Province
11,LAO,Laos,LAO.6_1,Khammouan,Province
13.75,VNM,Vietnam,VNM.46_1,Quảng Bình,Province
10.5,PHL,Philippines,PHL.1_1,Abra,Province
13,BLZ,Belize,BLZ.2_1,Cayo,District
2.117647059,MRT,Mauritania,MRT.8_1,Hodh el Gharbi,Region
2.127659574,NER,Niger,NER.8_1,Zinder,Department
2,ERI,Eritrea,ERI.6_1,Semenawi Keyih Bahri,Region
1.5,ERI,Eritrea,ERI.2_1,Debub,Region
1,YEM,Yemen,YEM.18_1,Sa`dah,Governorate
1,YEM,Yemen,YEM.6_1,Al Jawf,Governorate
9,MMR,Myanmar,MMR.15_1,Yangon,Division
9,MMR,Myanmar,MMR.9_1,Mon,State
9.5,THA,Thailand,THA.69_1,Tak,Province
9,THA,Thailand,THA.65_1,Sukhothai,Province
9,THA,Thailand,THA.45_1,Phitsanulok,Province
9,THA,Thailand,THA.34_1,Nong Bua Lam Phu,Province
12,PHL,Philippines,PHL.38_1,Kalinga,Province
13.75,PHL,Philippines,PHL.37_1,Isabela,Province
1.266666667,SDN,Sudan,SDN.6_1,Kassala,State
9,THA,Thailand,THA.42_1,Phetchabun,Province
9,THA,Thailand,THA.17_1,Khon Kaen,Province
9,THA,Thailand,THA.14_1,Kalasin,Province
9,THA,Thailand,THA.25_1,Mukdahan,Province
11.33333333,LAO,Laos,LAO.12_1,Savannakhét,Province
14,VNM,Vietnam,VNM.50_1,Quảng Trị,Province
11,PHL,Philippines,PHL.13_1,Benguet,Province
13,PHL,Philippines,PHL.33_1,Ifugao,Province
14,BLZ,Belize,BLZ.6_1,Toledo,District
15,GLP,Guadeloupe,GLP.1_1,Basse-Terre,District
3.166666667,SEN,Senegal,SEN.10_1,Saint-Louis,Region
3.8,MRT,Mauritania,MRT.5_1,Gorgol,Region
1.782608696,TCD,Chad,TCD.9_1,Kanem,Region
1.555555556,SDN,Sudan,SDN.9_1,North Kurdufan,State
1,SDN,Sudan,SDN.7_1,Khartoum,State
1,YEM,Yemen,YEM.13_1,Hajjah,Governorate
1,YEM,Yemen,YEM.10_1,Amran,Governorate
9,THA,Thailand,THA.15_1,Kamphaeng Phet,Province
9,THA,Thailand,THA.44_1,Phichit,Province
9,THA,Thailand,THA.8_1,Chaiyaphum,Province
9,THA,Thailand,THA.24_1,Maha Sarakham,Province
9,THA,Thailand,THA.54_1,Roi Et,Province
11.66666667,LAO,Laos,LAO.11_1,Saravan,Province
14,VNM,Vietnam,VNM.54_1,Thừa Thiên Huế,Province
14,PHL,Philippines,PHL.56_1,Nueva Vizcaya,Province
15,PHL,Philippines,PHL.63_1,Quirino,Province
15.5,GTM,Guatemala,GTM.8_1,Huehuetenango,Department
15,GTM,Guatemala,GTM.1_1,Alta Verapaz,Department
14,GTM,Guatemala,GTM.9_1,Izabal,Department
13,HND,Honduras,HND.1_1,Atlántida,Department
12,HND,Honduras,HND.3_1,Colón,Department
12.33333333,HND,Honduras,HND.9_1,Gracias a Dios,Department
4.333333333,SEN,Senegal,SEN.8_1,Louga,Region
4.888888889,SEN,Senegal,SEN.9_1,Matam,Region
4.333333333,MRT,Mauritania,MRT.6_1,Guidimaka,Region
3.769230769,MLI,Mali,MLI.6_1,Mopti,Region
2.578947368,TCD,Chad,TCD.1_1,Barh el Ghazel,Region
3.393939394,TCD,Chad,TCD.2_1,Batha,Region
3,TCD,Chad,TCD.23_1,Wadi Fira,Region
3.727272727,ERI,Eritrea,ERI.4_1,Gash Barka,Region
0.888888889,ERI,Eritrea,ERI.3_1,Debubawi Keyih Bahri,Region
1,YEM,Yemen,YEM.5_1,Al Hudaydah,Governorate
1.25,YEM,Yemen,YEM.19_1,San`a',City
1,YEM,Yemen,YEM.16_1,Ma'rib,Governorate
9.25,THA,Thailand,THA.30_1,Nakhon Sawan,Province
9,THA,Thailand,THA.77_1,Yasothon,Province
9,THA,Thailand,THA.1_1,Amnat Charoen,Province
9,THA,Thailand,THA.72_1,Ubon Ratchathani,Province
12,LAO,Laos,LAO.17_1,Xékong,Province
13.6,VNM,Vietnam,VNM.47_1,Quảng Nam,Province
9,PHL,Philippines,PHL.61_1,Pangasinan,Province
12.66666667,PHL,Philippines,PHL.55_1,Nueva Ecija,Province
13,GTM,Guatemala,GTM.17_1,San Marcos,Department
15,GTM,Guatemala,GTM.14_1,Quiché,Department
15,GTM,Guatemala,GTM.2_1,Baja Verapaz,Department
12.5,GTM,Guatemala,GTM.22_1,Zacapa,Department
12,HND,Honduras,HND.5_1,Copán,Department
11.5,HND,Honduras,HND.16_1,Santa Bárbara,Department
12,HND,Honduras,HND.18_1,Yoro,Department
10.75,HND,Honduras,HND.15_1,Olancho,Department
5,SEN,Senegal,SEN.13_1,Thiès,Region
5.952380952,MLI,Mali,MLI.3_1,Kayes,Region
5.5,MLI,Mali,MLI.5_1,Koulikoro,Region
5,MLI,Mali,MLI.7_1,Ségou,Region
3.806451613,NER,Niger,NER.7_1,Tillabéry,Department
3.8,NER,Niger,NER.4_1,Maradi,Department
2.333333333,SDN,Sudan,SDN.1_1,Al Jazirah,State
4.3,SDN,Sudan,SDN.2_1,Al Qadarif,State
4,ERI,Eritrea,ERI.1_1,Anseba,Region
1,YEM,Yemen,YEM.20_1,Shabwah,Governorate
8,IND,India,IND.10_1,Goa,State
9.285714286,THA,Thailand,THA.16_1,Kanchanaburi,Province
9,THA,Thailand,THA.74_1,Uthai Thani,Province
9,THA,Thailand,THA.7_1,Chai Nat,Province
9,THA,Thailand,THA.22_1,Lop Buri,Province
9.166666667,THA,Thailand,THA.29_1,Nakhon Ratchasima,Province
9,THA,Thailand,THA.5_1,Buri Ram,Province
9,THA,Thailand,THA.68_1,Surin,Province
9,THA,Thailand,THA.62_1,Si Sa Ket,Province
9.4,LAO,Laos,LAO.4_1,Champasak,Province
12,VNM,Vietnam,VNM.48_1,Quảng Ngãi,Province
9,PHL,Philippines,PHL.78_1,Zambales,Province
10,PHL,Philippines,PHL.60_1,Pampanga,Province
13,GTM,Guatemala,GTM.13_1,Quezaltenango,Department
12,GTM,Guatemala,GTM.19_1,Sololá,Department
11,GTM,Guatemala,GTM.3_1,Chimaltenango,Department
12,GTM,Guatemala,GTM.5_1,El Progreso,Department
12,GTM,Guatemala,GTM.4_1,Chiquimula,Department
11,HND,Honduras,HND.4_1,Comayagua,Department
10,HND,Honduras,HND.8_1,Francisco Morazán,Department
12.36363636,NIC,Nicaragua,NIC.1_1,Atlántico Norte,Autonomous Region
5,SEN,Senegal,SEN.1_1,Dakar,Region
5,SEN,Senegal,SEN.2_1,Diourbel,Region
6.266666667,SEN,Senegal,SEN.12_1,Tambacounda,Region
3.9,BFA,Burkina Faso,BFA.12_1,Sahel,Region
4.285714286,SDN,Sudan,SDN.16_1,West Darfur,State
2.75,SDN,Sudan,SDN.18_1,White Nile,State
4,ERI,Eritrea,ERI.5_1,Maekel,Region
1,YEM,Yemen,YEM.17_1,Raymah,Governorate
1,YEM,Yemen,YEM.11_1,Dhamar,Governorate
9.6,MMR,Myanmar,MMR.14_1,Tanintharyi,Division
9,THA,Thailand,THA.66_1,Suphan Buri,Province
9,THA,Thailand,THA.2_1,Ang Thong,Province
9,THA,Thailand,THA.60_1,Saraburi,Province
11,LAO,Laos,LAO.1_1,Attapu,Province
12.33333333,VNM,Vietnam,VNM.34_1,Kon Tum,Province
9,PHL,Philippines,PHL.10_1,Bataan,Province
14,PHL,Philippines,PHL.64_1,Rizal,Province
15,PHL,Philippines,PHL.62_1,Quezon,Province
10,GTM,Guatemala,GTM.15_1,Retalhuleu,Department
10.5,GTM,Guatemala,GTM.6_1,Escuintla,Department
10,GTM,Guatemala,GTM.18_1,Santa Rosa,Department
10,GTM,Guatemala,GTM.11_1,Jutiapa,Department
10,SLV,El Salvador,SLV.3_1,Chalatenango,Department
9,HND,Honduras,HND.13_1,Lempira,Department
9,HND,Honduras,HND.10_1,Intibucá,Department
10,HND,Honduras,HND.12_1,La Paz,Department
9.5,HND,Honduras,HND.7_1,El Paraíso,Department
11.25,NIC,Nicaragua,NIC.9_1,Jinotega,Department
6,SEN,Senegal,SEN.5_1,Kaolack,Region
6,SEN,Senegal,SEN.4_1,Kaffrine,Region
4.727272727,NER,Niger,NER.3_1,Dosso,Department
2.833333333,TCD,Chad,TCD.10_1,Lac,Region
4,TCD,Chad,TCD.17_1,Ouaddaï,Region
4.882352941,ETH,Ethiopia,ETH.11_1,Tigray,State
2.172413793,ETH,Ethiopia,ETH.2_1,Afar,State
1.5,YEM,Yemen,YEM.14_1,Ibb,Governorate
1,YEM,Yemen,YEM.3_1,Al Bayda',Governorate
1,YEM,Yemen,YEM.2_1,Abyan,Governorate
9,THA,Thailand,THA.46_1,Phra Nakhon Si Ayutthaya,Province
9,THA,Thailand,THA.26_1,Nakhon Nayok,Province
10,THA,Thailand,THA.49_1,Prachin Buri,Province
9,KHM,Cambodia,KHM.15_1,Otdar Mean Chey,Province
9,KHM,Cambodia,KHM.18_1,Preah Vihéar,Province
10,KHM,Cambodia,KHM.22_1,Stœng Trêng,Province
10.5,KHM,Cambodia,KHM.20_1,Rôtânôkiri,Province
11.2,VNM,Vietnam,VNM.21_1,Gia Lai,Province
12,VNM,Vietnam,VNM.8_1,Bình Định,Province
10,PHL,Philippines,PHL.24_1,Cavite,Province
12,PHL,Philippines,PHL.40_1,Laguna,Province
15,PHL,Philippines,PHL.19_1,Camarines Norte,Province
9,SLV,El Salvador,SLV.13_1,Sonsonate,Department
9,SLV,El Salvador,SLV.10_1,San Salvador,Department
9,SLV,El Salvador,SLV.11_1,San Vicente,Department
9,SLV,El Salvador,SLV.9_1,San Miguel,Department
9,SLV,El Salvador,SLV.7_1,La Unión,Department
9.5,NIC,Nicaragua,NIC.16_1,Nueva Segovia,Department
6,SEN,Senegal,SEN.3_1,Fatick,Region
6,GMB,Gambia,GMB.3_1,Maccarthy Island,Division
5.4,BFA,Burkina Faso,BFA.10_1,Nord,Region
5.166666667,BFA,Burkina Faso,BFA.4_1,Centre-Nord,Region
5.083333333,NGA,Nigeria,NGA.34_1,Sokoto,State
4.789473684,SDN,Sudan,SDN.17_1,West Kurdufan,State
4.769230769,SDN,Sudan,SDN.13_1,Sennar,State
1,YEM,Yemen,YEM.21_1,Ta`izz,Governorate
1,YEM,Yemen,YEM.4_1,Al Dali',Governorate
10,THA,Thailand,THA.52_1,Ratchaburi,Province
9,THA,Thailand,THA.27_1,Nakhon Pathom,Province
9,THA,Thailand,THA.3_1,Bangkok Metropolis,Province
9.666666667,THA,Thailand,THA.6_1,Chachoengsao,Province
10,THA,Thailand,THA.55_1,Sa Kaeo,Province
10,KHM,Cambodia,KHM.1_1,Bântéay Méanchey,Province
9.5,KHM,Cambodia,KHM.21_1,Siemréab,Province
11.5,PHL,Philippines,PHL.57_1,Occidental Mindoro,Province
12,PHL,Philippines,PHL.12_1,Batangas,Province
15,PHL,Philippines,PHL.20_1,Camarines Sur,Province
15,PHL,Philippines,PHL.23_1,Catanduanes,Province
8.5,SLV,El Salvador,SLV.14_1,Usulután,Department
9,HND,Honduras,HND.2_1,Choluteca,Department
9,NIC,Nicaragua,NIC.5_1,Chinandega,Department
9,NIC,Nicaragua,NIC.7_1,Estelí,Department
13.2,NIC,Nicaragua,NIC.2_1,Atlántico Sur,Autonomous Region
15,VCT,Saint Vincent and the Grenadines,VCT.6_1,Saint Patrick,Parish
6,GMB,Gambia,GMB.6_1,Western,Division
7,SEN,Senegal,SEN.11_1,Sédhiou,Region
7,SEN,Senegal,SEN.7_1,Kolda,Region
7,GMB,Gambia,GMB.5_1,Upper River,Division
7,SEN,Senegal,SEN.6_1,Kédougou,Region
6.181818182,BFA,Burkina Faso,BFA.1_1,Boucle du Mouhoun,Region
5.9375,BFA,Burkina Faso,BFA.8_1,Est,Region
5.5,NGA,Nigeria,NGA.21_1,Katsina,State
4.1875,NGA,Nigeria,NGA.36_1,Yobe,State
4.652173913,NGA,Nigeria,NGA.8_1,Borno,State
5.153846154,SDN,Sudan,SDN.4_1,Central Darfur,State
7.698113208,ETH,Ethiopia,ETH.3_1,Amhara,State
1,YEM,Yemen,YEM.15_1,Lahij,Governorate
8,IND,India,IND.31_1,Tamil Nadu,State
10,THA,Thailand,THA.43_1,Phetchaburi,Province
9,THA,Thailand,THA.12_1,Chon Buri,Province
10,THA,Thailand,THA.9_1,Chanthaburi,Province
10,KHM,Cambodia,KHM.2_1,Batdâmbâng,Province
9.6,KHM,Cambodia,KHM.6_1,Kâmpóng Thum,Province
10,KHM,Cambodia,KHM.11_1,Krâchéh,Province
10.66666667,KHM,Cambodia,KHM.14_1,Môndól Kiri,Province
11,VNM,Vietnam,VNM.15_1,Đắk Lắk,Province
11,VNM,Vietnam,VNM.45_1,Phú Yên,Province
11,PHL,Philippines,PHL.58_1,Oriental Mindoro,Province
15,PHL,Philippines,PHL.5_1,Albay,Province
8.5,NIC,Nicaragua,NIC.11_1,León,Department
9,NIC,Nicaragua,NIC.15_1,Matagalpa,Department
7,SEN,Senegal,SEN.14_1,Ziguinchor,Region
7.347826087,MLI,Mali,MLI.8_1,Sikasso,Region
6,BFA,Burkina Faso,BFA.11_1,Plateau-Central,Region
6.416666667,NGA,Nigeria,NGA.22_1,Kebbi,State
6,NGA,Nigeria,NGA.37_1,Zamfara,State
4.75,NGA,Nigeria,NGA.18_1,Jigawa,State
5.416666667,CMR,Cameroon,CMR.4_1,Extrême-Nord,Region
4.5,TCD,Chad,TCD.8_1,Hadjer-Lamis,Region
6.105263158,TCD,Chad,TCD.7_1,Guéra,Region
5.333333333,TCD,Chad,TCD.19_1,Sila,Region
6.037037037,SDN,Sudan,SDN.14_1,South Darfur,State
5.05,SDN,Sudan,SDN.5_1,East Darfur,State
11,IND,India,IND.1_1,Andaman and Nicobar,Union Territory
10,THA,Thailand,THA.53_1,Rayong,Province
10,KHM,Cambodia,KHM.12_1,Krong Pailin,Municipality
10.5,KHM,Cambodia,KHM.17_1,Pouthisat,Province
11,VNM,Vietnam,VNM.16_1,Đắk Nông,Province
11.5,VNM,Vietnam,VNM.32_1,Khánh Hòa,Province
8,NIC,Nicaragua,NIC.13_1,Managua,Department
9,NIC,Nicaragua,NIC.3_1,Boaco,Department
11,NIC,Nicaragua,NIC.6_1,Chontales,Department
7.444444444,COL,Colombia,COL.18_1,La Guajira,Department
7,GNB,Guinea-Bissau,GNB.5_1,Cacheu,Region
7,GNB,Guinea-Bissau,GNB.7_1,Oio,Region
8,GNB,Guinea-Bissau,GNB.1_1,Bafatá,Region
8,GNB,Guinea-Bissau,GNB.6_1,Gabú,Region
8.444444444,GIN,Guinea,GIN.1_1,Boké,Region
8.4,GIN,Guinea,GIN.6_1,Labé,Region
9,GIN,Guinea,GIN.4_1,Kankan,Region
6.75,BFA,Burkina Faso,BFA.5_1,Centre-Ouest,Region
6,BFA,Burkina Faso,BFA.7_1,Centre,Region
6.333333333,BFA,Burkina Faso,BFA.3_1,Centre-Est,Region
6.666666667,BEN,Benin,BEN.1_1,Alibori,Department
5.833333333,NGA,Nigeria,NGA.20_1,Kano,State
6.052631579,NGA,Nigeria,NGA.5_1,Bauchi,State
5.888888889,TCD,Chad,TCD.4_1,Chari-Baguirmi,Region
5.964285714,SDN,Sudan,SDN.15_1,South Kurdufan,State
6.538461538,SDN,Sudan,SDN.3_1,Blue Nile,State
1,DJI,Djibouti,DJI.5_1,Tadjourah,Region
1,DJI,Djibouti,DJI.4_1,Obock,Region
10.16666667,IND,India,IND.17_1,Kerala,State
10.5,THA,Thailand,THA.50_1,Prachuap Khiri Khan,Province
10,KHM,Cambodia,KHM.4_1,Kâmpóng Chhnang,Province
10,KHM,Cambodia,KHM.3_1,Kâmpóng Cham,Province
10,KHM,Cambodia,KHM.25_1,Tbong Khmum,Province
14,PHL,Philippines,PHL.46_1,Masbate,Province
15,PHL,Philippines,PHL.66_1,Samar,Province
15,PHL,Philippines,PHL.31_1,Eastern Samar,Province
8,NIC,Nicaragua,NIC.4_1,Carazo,Department
10.66666667,NIC,Nicaragua,NIC.10_1,Lago Nicaragua,Water body
12.5,NIC,Nicaragua,NIC.17_1,Río San Juan,Department
8,GNB,Guinea-Bissau,GNB.8_1,Quinara,Region
8.916666667,GIN,Guinea,GIN.3_1,Faranah,Region
7,BFA,Burkina Faso,BFA.9_1,Haut-Bassins,Region
6.666666667,BFA,Burkina Faso,BFA.6_1,Centre-Sud,Region
6.545454545,TCD,Chad,TCD.18_1,Salamat,Region
7.227272727,SSD,South Sudan,SSD.7_1,Upper Nile,State
8.176470588,ETH,Ethiopia,ETH.4_1,Benshangul-Gumaz,State
1,DJI,Djibouti,DJI.2_1,Dikhil,Region
1,SOM,Somalia,SOM.4_1,Bari,Region
11.6,KHM,Cambodia,KHM.9_1,Kaôh Kong,Province
10.5,KHM,Cambodia,KHM.5_1,Kâmpóng Spœ,Province
10,KHM,Cambodia,KHM.8_1,Kândal,Province
10,KHM,Cambodia,KHM.19_1,Prey Vêng,Province
10.5,VNM,Vietnam,VNM.10_1,Bình Phước,Province
11,VNM,Vietnam,VNM.37_1,Lâm Đồng,Province
11,VNM,Vietnam,VNM.43_1,Ninh Thuận,Province
11,PHL,Philippines,PHL.4_1,Aklan,Province
9,NIC,Nicaragua,NIC.18_1,Rivas,Department
10.375,COL,Colombia,COL.19_1,Magdalena,Department
4.375,VEN,Venezuela,VEN.12_1,Falcón,State
8,GNB,Guinea-Bissau,GNB.4_1,Bolama,Region
8,GNB,Guinea-Bissau,GNB.9_1,Tombali,Region
9,GIN,Guinea,GIN.5_1,Kindia,Region
7.666666667,BFA,Burkina Faso,BFA.13_1,Sud-Ouest,Region
7.571428571,BEN,Benin,BEN.2_1,Atakora,Department
7.826086957,NGA,Nigeria,NGA.27_1,Niger,State
7.25,NGA,Nigeria,NGA.19_1,Kaduna,State
6.166666667,NGA,Nigeria,NGA.16_1,Gombe,State
1,DJI,Djibouti,DJI.1_1,Ali Sabieh,Region
1,SOM,Somalia,SOM.1_1,Awdal,Region
1,SOM,Somalia,SOM.13_1,Sanaag,Region
10.5,KHM,Cambodia,KHM.24_1,Takêv,Province
10,KHM,Cambodia,KHM.23_1,Svay Rieng,Province
10,VNM,Vietnam,VNM.53_1,Tây Ninh,Province
10,VNM,Vietnam,VNM.9_1,Bình Dương,Province
11,VNM,Vietnam,VNM.17_1,Đồng Nai,Province
11,VNM,Vietnam,VNM.11_1,Bình Thuận,Province
11.5,PHL,Philippines,PHL.22_1,Capiz,Province
12,PHL,Philippines,PHL.25_1,Cebu,Province
14.5,PHL,Philippines,PHL.43_1,Leyte,Province
10,CRI,Costa Rica,CRI.3_1,Guanacaste,Province
14,CRI,Costa Rica,CRI.1_1,Alajuela,Province
15,CRI,Costa Rica,CRI.4_1,Heredia,Province
10,COL,Colombia,COL.4_1,Atlántico,Department
9.933333333,VEN,Venezuela,VEN.25_1,Zulia,State
10,VEN,Venezuela,VEN.24_1,Yaracuy,State
11,TTO,Trinidad and Tobago,TTO.15_1,Tunapuna/Piarco,Region
9,GIN,Guinea,GIN.7_1,Mamou,Region
8,BFA,Burkina Faso,BFA.2_1,Cascades,Region
8,GHA,Ghana,GHA.8_1,Upper West,Region
7.666666667,GHA,Ghana,GHA.7_1,Upper East,Region
7.333333333,TGO,Togo,TGO.5_1,Savanes,Region
6.5,TCD,Chad,TCD.14_1,Mayo-Kebbi Est,Region
7.3125,CAF,Central African Republic,CAF.17_1,Vakaga,Prefecture
3,ETH,Ethiopia,ETH.9_1,Somali,State
1.090909091,SOM,Somalia,SOM.18_1,Woqooyi Galbeed,Region
11.5,THA,Thailand,THA.13_1,Chumphon,Province
12,KHM,Cambodia,KHM.13_1,Krong Preah Sihanouk,Municipality
11,KHM,Cambodia,KHM.7_1,Kâmpôt,Province
11,VNM,Vietnam,VNM.1_1,An Giang,Province
11,VNM,Vietnam,VNM.39_1,Long An,Province
11,VNM,Vietnam,VNM.25_1,Hồ Chí Minh,City
11,VNM,Vietnam,VNM.7_1,Bà Rịa - Vũng Tàu,Province
11,PHL,Philippines,PHL.36_1,Iloilo,Province
11.5,PHL,Philippines,PHL.51_1,Negros Occidental,Province
12.66666667,CRI,Costa Rica,CRI.6_1,Puntarenas,Province
15.5,CRI,Costa Rica,CRI.5_1,Limón,Province
11.625,COL,Colombia,COL.5_1,Bolívar,Department
11.5,COL,Colombia,COL.11_1,Cesar,Department
8.75,VEN,Venezuela,VEN.14_1,Lara,State
10,VEN,Venezuela,VEN.7_1,Carabobo,State
9.666666667,VEN,Venezuela,VEN.4_1,Aragua,State
11,VEN,Venezuela,VEN.16_1,Miranda,State
11,VEN,Venezuela,VEN.20_1,Sucre,State
12,TTO,Trinidad and Tobago,TTO.9_1,Princes Town,Region
9.444444444,CIV,Côte d'Ivoire,CIV.4_1,Denguélé,District
9,CIV,Côte d'Ivoire,CIV.10_1,Savanes,District
8.666666667,GHA,Ghana,GHA.6_1,Northern,Region
8,BEN,Benin,BEN.4_1,Borgou,Department
7.3,NGA,Nigeria,NGA.2_1,Adamawa,State
7.2,TCD,Chad,TCD.16_1,Moyen-Chari,Region
8.285714286,SSD,South Sudan,SSD.9_1,West Bahr-al-Ghazal,State
8.754716981,ETH,Ethiopia,ETH.8_1,Oromia,State
11,THA,Thailand,THA.51_1,Ranong,Province
11,VNM,Vietnam,VNM.33_1,Kiên Giang,Province
11,VNM,Vietnam,VNM.18_1,Đồng Tháp,Province
11,VNM,Vietnam,VNM.6_1,Bến Tre,Province
11,VNM,Vietnam,VNM.58_1,Tiền Giang,Province
11.5,PHL,Philippines,PHL.59_1,Palawan,Province
12,PHL,Philippines,PHL.52_1,Negros Oriental,Province
10.5,CRI,Costa Rica,CRI.7_1,San José,Province
16,CRI,Costa Rica,CRI.2_1,Cartago,Province
10.33333333,VEN,Venezuela,VEN.22_1,Trujillo,State
10.14285714,VEN,Venezuela,VEN.19_1,Portuguesa,State
10,VEN,Venezuela,VEN.8_1,Cojedes,State
9.043478261,VEN,Venezuela,VEN.13_1,Guárico,State
8.357142857,VEN,Venezuela,VEN.2_1,Anzoátegui,State
9.444444444,VEN,Venezuela,VEN.17_1,Monagas,State
11.73333333,VEN,Venezuela,VEN.9_1,Delta Amacuro,State
9.272727273,SLE,Sierra Leone,SLE.2_1,Northern,Province
9.571428571,CIV,Côte d'Ivoire,CIV.14_1,Zanzan,District
8.5,TGO,Togo,TGO.2_1,Kara,Region
8.333333333,BEN,Benin,BEN.6_1,Donga,Department
8.583333333,NGA,Nigeria,NGA.24_1,Kwara,State
7.857142857,NGA,Nigeria,NGA.32_1,Plateau,State
8.19047619,CMR,Cameroon,CMR.7_1,Nord,Region
7,TCD,Chad,TCD.15_1,Mayo-Kebbi Ouest,Region
7,TCD,Chad,TCD.20_1,Tandjilé,Region
7.416666667,SSD,South Sudan,SSD.5_1,North Bahr-al-Ghazal,State
7.333333333,SSD,South Sudan,SSD.6_1,Unity,State
5,ETH,Ethiopia,ETH.5_1,Dire Dawa,City
1,SOM,Somalia,SOM.17_1,Togdheer,Region
1,SOM,Somalia,SOM.16_1,Sool,Region
6,LKA,Sri Lanka,LKA.9_1,Jaffna,District
11,VNM,Vietnam,VNM.24_1,Hậu Giang,Province
11,VNM,Vietnam,VNM.59_1,Trà Vinh,Province
14,PHL,Philippines,PHL.15_1,Bohol,Province
14.5,PAN,Panama,PAN.1_1,Bocas del Toro,Province
12,PAN,Panama,PAN.4_1,Colón,Province
12,PAN,Panama,PAN.12_1,Panamá,Province
12,PAN,Panama,PAN.8_1,Kuna Yala,Indigenous Territory
11.625,COL,Colombia,COL.13_1,Córdoba,Department
10.33333333,COL,Colombia,COL.28_1,Sucre,Department
11.25,GIN,Guinea,GIN.8_1,Nzérékoré,Region
10.125,CIV,Côte d'Ivoire,CIV.11_1,Vallée du Bandama,District
8.222222222,NGA,Nigeria,NGA.26_1,Nassarawa,State
8.636363636,NGA,Nigeria,NGA.35_1,Taraba,State
7.2,TCD,Chad,TCD.13_1,Mandoul,Region
8.444444444,CAF,Central African Republic,CAF.1_1,Bamingui-Bangoran,Prefecture
7.948717949,SSD,South Sudan,SSD.3_1,Jungoli,State
7,ETH,Ethiopia,ETH.7_1,Harari People,State
6.5,LKA,Sri Lanka,LKA.19_1,Mullaitivu,District
11.5,THA,Thailand,THA.67_1,Surat Thani,Province
11,VNM,Vietnam,VNM.13_1,Cà Mau,Province
11,VNM,Vietnam,VNM.2_1,Bạc Liêu,Province
15.5,PHL,Philippines,PHL.2_1,Agusan del Norte,Province
